id;raison_sociale;mobile;mail;latitude;longitude;type;categorie;adresse;code_postale;commune;telephone;internet;classement;marque;tourisme;;
653;Pub Brasserie Le Beau Zinc;;;44.839622;0.2206707;Restaurant;BrasserieRestauration à  thème;38  boulevard Charles Garrau;33220;SAINTE-FOY-LA-GRANDE;+33 5 57 46 47 69;www.publebeauzinc.com;;;;38; boulevard Charles Garrau
654;Les Sarments;;;44.841652;0.2183187;Restaurant;Cuisine traditionnelle;36  rue Jean-Jacques Rousseau;33220;SAINTE-FOY-LA-GRANDE;+33 5 57 46 10 27;;;;;36; rue Jean-Jacques Rousseau
655;Restaurant de la Tour;;;44.842094;0.2178992;Restaurant;Cuisine traditionnelle;89  rue de la République;33220;SAINTE-FOY-LA-GRANDE;+33 5 57 46 00 22;;;;;89; rue de la République
656;Côté Bastide;;;44.84032;0.22255897;Restaurant;Cuisine traditionnelle;4  rue de l'Abattoir;33220;SAINTE-FOY-LA-GRANDE;+33 5 57 46 14 02;;;;;4; rue de l'Abattoir
657;Restaurant Luceti;;;44.84104;0.2171027;Restaurant;Cuisine traditionnellePizzeria;46 rue Victor Hugo ;RD 1113;SAINTE-FOY-LA-GRANDE;+33 5 57 41 24 50;www.restaurant-luceti.com;;;;46 rue Victor Hugo;
658;Plaisir Gourmand;;;44.83973;0.2176379;Restaurant;Restauration rapideCuisine traditionnelle;87  rue Victor Hugo;33220;SAINTE-FOY-LA-GRANDE;+33 5 57 46 55 98;;;;;87; rue Victor Hugo
659;Hostellerie de Plaisance;;;44.89366;-0.1564869;Hôtel restaurant;Cuisine traditionnelle;place du Clocher ;;SAINT-EMILION;+33 5 57 55 07 55;www.hostelleriedeplaisance.com;;;;place du Clocher;
660;Le Snacking de l'Hostellerie de Plaisance;;;44.89366;-0.1564869;Hôtel restaurant;Cuisine traditionnelle;place du Clocher ;;SAINT-EMILION;+33 5 57 55 07 55;www.hostelleriedeplaisance.com;;;;place du Clocher;
661;Palais Cardinal;;;44.894386;-0.155729;Hôtel restaurant;Cuisine traditionnelle;place du 11 novembre 1918 ;33390;SAINT-EMILION;+33 5 57 24 72 39;www.palais-cardinal.com;;;;place du 11 novembre 1918;
662;Chai Pascal;;;44.893177;-0.1554386;Restaurant;Bistrot / bar à  vin;37  rue Guadet;33330;SAINT-EMILION;+33 5 57 24 52 45;www.chai-pascal.com;;;;37; rue Guadet
663;Bistrot Le Clocher;;;44.893867;-0.1551689;Restaurant;Bistrot / bar à  vin;3 place du Clocher ;33230;SAINT-EMILION;+33 5 57 74 43 04;;;;;3 place du Clocher;
664;Crèperie Bretonne Le Trouher;;;44.89208;-0.1547104;Restaurant;Crèperie;49  rue Guadet;33330;SAINT-EMILION;+33 5 57 74 48 05;;;;;49; rue Guadet
665;Le Bar de la Poste;;;44.894386;-0.155729;Restaurant;Cuisine traditionnelle;place de l'Eglise Monolithe ;;SAINT-EMILION;+33 5 57 24 70 76;www.restaurant-st-emilion.fr;;;;place de l'Eglise Monolithe;
666;Le Bouchon;;;44.894386;-0.155729;Restaurant;Cuisine traditionnelle;place de l'Eglise Monolithe ;;SAINT-EMILION;+33 5 57 24 62 81;www.restaurant-st-emilion.fr;;;;place de l'Eglise Monolithe;
667;Amelia Canta;;;44.893066;-0.1561566;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;2  place de l'Eglise Monolithe;33330;SAINT-EMILION;+33 5 57 74 48 03;www.ameliacanta.com;;;;2; place de l'Eglise Monolithe
668;Lard et Bouchon;;;44.893852;-0.1550156;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;22  rue Guadet;33330;SAINT-EMILION;+33 5 57 24 28 53;www.lardetbouchon.fr;;;;22; rue Guadet
669;Pizzéria du Vieux Lavoir;;;44.89208;-0.1547104;Restaurant;Pizzeria;49  rue Guadet;33330;SAINT-EMILION;+33 5 57 24 70 76;;;;;49; rue Guadet
670;Château de Sanse;;;44.79871;0.05055427;Hôtel restaurant;Cuisine traditionnelle; ;33650;SAINTE-RADEGONDE;+33 5 57 56 41 10;www.chateaudesanse.com;;;;;
671;Crèp'salad;;;44.828697;-0.1119017;Restaurant;CrèperieCuisine traditionnelle;2  route de Castillon;33350;SAINTE-TERRE;+33 5 57 47 11 70;www.crepsalad.com;;;;2; route de Castillon
672;Restaurant Grill de la Plage;;;44.82326;-0.1082754;Restaurant;Grill; ;;SAINTE-TERRE;+33 5 57 47 14 38;;;;;;
673;Pizza Pilino;;;44.82883;-0.1118373;Restaurant;Pizzeria; ;33420;SAINTE-TERRE;+33 5 57 47 41 53;;;;;;
674;Le Comptoir de Genès;;;44.897987;-0.062932;Restaurant;Bistrot / bar à  vin;5  La Croix;33350;SAINT-GENES-DE-CASTILLON;+33 5 57 47 90 03;www.comptoirdegenes.com;;;;5; La Croix
675;Chez Carles;;;44.945515;-0.3277873;Restaurant;Cuisine traditionnelle;Maison du Pays Fronsadais 1;33240;SAINT-GERMAIN-DE-LA-RIVIERE;+33 5 57 84 44 50;www.chezcarles.com;;Maître Restaurateur;;Maison du Pays Fronsadais;1
676;Croc pizzas;;;45.28969;-0.8660316;Restaurant;Pizzeria;place de l'Eglise ;;SAINT-GERMAIN-D'ESTEUIL;+33 5 56 09 48 03;;;;;place de l'Eglise;
677;Au Sarment;;;45.017696;-0.4608625;Restaurant;Cuisine traditionnelle;50 rue de la Lande ;33540;SAINT-GERVAIS;+33 5 57 43 44 73;www.au-sarment.com;;;;50 rue de la Lande;
678;Restaurant du Château;;;45.01835;-0.4638826;Restaurant;Cuisine traditionnelle;rue de la Lande ;;SAINT-GERVAIS;+33 5 57 43 04 36;www.restaurantduchateau.net;;;;rue de la Lande;
679;Le Colibri;;;45.147377;-0.7447957;Restaurant;Brasserie;11  Grand Rue;33250;SAINT-JULIEN-BEYCHEVELLE;+33 5 56 73 72 97;;;;;11; Grand Rue
680;Le Relais;;;45.165947;-0.7419819;Restaurant;Cuisine traditionnelle; 30 rue de Saint Julien;;SAINT-JULIEN-BEYCHEVELLE;;;;;;;30 rue de Saint Julien
681;Le Saint-Julien;;;45.162796;-0.7381439;Restaurant;Cuisine traditionnelle;11  rue Saint Julien;33250;SAINT-JULIEN-BEYCHEVELLE;+33 5 56 59 63 87;www.le-saint-julien.fr;;;;11; rue Saint Julien
682;Aux Amis Réunis;;;45.034912;-0.4713821;Restaurant;Cuisine traditionnelle;3 place de l'Eglise ;;SAINT-LAURENT-D'ARCE;+33 5 57 43 03 09;;;;;3 place de l'Eglise;
683;Le Saint Laurent;;;45.152542;-0.8232112;Hôtel restaurant;Cuisine traditionnelle;43 rue du Général de Gaulle ;33780;SAINT-LAURENT-MEDOC;+33 5 56 59 40 29;;;;;43 rue du Général de Gaulle;
684;Pizzeria Chez Freddo;;;45.1506;-0.8220165;Restaurant;PizzeriaCuisine traditionnelle;3  rue du Général de Gaulle;33112;SAINT-LAURENT-MEDOC;+33 5 56 59 46 96;;;;;3; rue du Général de Gaulle
685;Le Pampaillet;;;44.564705;-0.2267271;Hôtel restaurant;Cuisine traditionnelle;5  rue de l'Eglise;33490;SAINT-MACAIRE;+33 5 56 62 33 75;www.feuilles-dacanthe.fr;;;;5; rue de l'Eglise
686;L'Abricotier;;;44.567894;-0.2277731;Restaurant;Cuisine traditionnelle;2  rue Bergoeing;33490;SAINT-MACAIRE;+33 5 56 76 83 63;www.restaurant-labricotier.com;;;;2; rue Bergoeing
687;Le Médiéval;;;44.5656;-0.2260177;Restaurant;Cuisine traditionnelleRestauration à  thème;16  allée des Tilleuls;33490;SAINT-MACAIRE;+33 5 56 62 28 38;www.tilleul-medieval.com;;;;16; allée des Tilleuls
688;Pizzeria de l'Horloge;;;44.565178;-0.2269014;Restaurant;Pizzeria;4  place du Général de Gaulle;33490;SAINT-MACAIRE;+33 5 56 63 03 39;;;;;4; place du Général de Gaulle
689;La Perle de l'Atlas;;;44.565105;-0.2271222;Restaurant;Restauration à  thème;4  rue du Canton;33490;SAINT-MACAIRE;+33 5 56 76 83 79;;;;;4; rue du Canton
690;L'Olifant;;;45.129955;-0.6443309;Hôtel restaurant;Cuisine traditionnelle;Avenue de Mercure ;;SAINT-MARTIN-LACAUSSADE;+33 5 57 42 22 96;www.hotel-blaye-lolifant.com;;;;Avenue de Mercure;
691;Le Saint-Clément;;;45.015038;-0.0488778;Hôtel restaurant;Cuisine traditionnelle;5  rue de la République;33230;SAINT-MEDARD-DE-GUIZIERES;+33 5 57 69 60 14;http://hotel-restaurant-st-clement.comÂ ;1 cheminée2 cocottes;;;5; rue de la République
692;Les Délices de la Fontaine;;;45.015038;-0.0534867;Restaurant;Bistrot / bar à  vinCuisine traditionnelle;40 rue de la République ;33340;SAINT-MEDARD-DE-GUIZIERES;+33 5 57 47 11 24;;;;;40 rue de la République;
693;L'Antre deux;;;45.014954;-0.0537297;Restaurant;Cuisine traditionnelle;134  rue de la République;33230;SAINT-MEDARD-DE-GUIZIERES;+33 5 57 74 99 98;;;;;134; rue de la République
694;El Christobal;;;45.01562;-0.0581344;Restaurant;PizzeriaCuisine traditionnelle;95  rue de la République;33230;SAINT-MEDARD-DE-GUIZIERES;+33 5 57 41 21 54;;;;;95; rue de la République
695;L'Auberge'Inn;;;44.65054;-0.5036973;Restaurant;Cuisine traditionnelle;3  route de Castres;33650;SAINT-MORILLON;+33 5 56 20 34 09;;;;;3; route de Castres
696;L'Auberge Gasconne;;;44.81377;-0.063755;Restaurant;Cuisine traditionnelle; ;;SAINT-PEY-DE-CASTETS;+33 5 57 40 52 08;;;;;;
697;Le Rialto;;;45.140015;-0.4474782;Restaurant;PizzeriaCuisine traditionnelle;24  rue Célestin Joubert;33920;SAINT-SAVIN;+33 5 57 58 05 26;www.restaurant-le-rialto.fr;;;;24; rue Célestin Joubert
698;Le Saint Hubert;;;44.671513;-0.4800708;Restaurant;Cuisine traditionnelle;18  Grand'Rue;33650;SAINT-SELVE;+33 5 56 20 27 81;;;;;18; Grand'Rue
699;Le Restaurant du Parc;;;44.63156;-0.456;Restaurant;Cuisine traditionnelle;Domaine de Grenade ;;SAINT-SELVE;+33 5 56 78 50 40;www.domainedegrenade.com;;;;Domaine de Grenade;
700;Au Petit Encas;;;45.048904;-0.5812454;Restaurant;Restauration rapide;Départementale 669 ;33500;SAINT-SEURIN-DE-BOURG;+33 6 10 46 47 23;;;;;Départementale 669;
701;La Renaissance;;;45.160442;-0.623048;Hôtel restaurant;Cuisine traditionnelle;67  route de Saint-Malo;33390;SAINT-SEURIN-DE-CURSAC;+33 5 57 42 94 28;www.larenaissance33.com;1 cheminée2 cocottes;;;67; route de Saint-Malo
702;Château Isabeau de Naujan;;;44.79761;-0.11244;Hôtel restaurant;Cuisine traditionnelle; ;;SAINT-VINCENT-DE-PERTIGNAS;+33 5 57 55 14 30;www.domaine-de-naujan.com;;;;;
703;L'Auberge de la Forèt;;;44.837246;-0.386585;Restaurant;Cuisine traditionnelle;22  route de la Forèt;33370;SALLEBOEUF;+33 5 56 21 25 49;www.auberge-laforet.com;;;;22; route de la Forèt
704;Domaine du Pont de l'Eyre;;;44.5459;-0.87432;Hôtel restaurant;Cuisine traditionnelle;2  route de Minoy;33770;SALLES;+33 5 56 88 35 00;www.domainedupontdeleyre.eu;2 cheminées2 cocottes;Qualité Tourisme;;2; route de Minoy
705;Le Saprien;;;44.5331;-0.343035;Restaurant;Cuisine traditionnelle;14  rue Principale;33210;SAUTERNES;+33 5 56 76 60 87;http://saprien.free.fr;;;;14; rue Principale
706;Le Guyenne;;;44.69477;-0.0886631;Hôtel restaurant;Cuisine traditionnelle;route de Libourne ;;SAUVETERRE-DE-GUYENNE;+33 5 56 71 54 92;;;;;route de Libourne;
707;Restaurant des Arcades;;;44.692955;-0.085957;Restaurant;Cuisine traditionnelleBrasserie;23  place de la République;33540;SAUVETERRE-DE-GUYENNE;+33 5 56 71 50 21;;;;;23; place de la République
708;La Tosca;;;44.692955;-0.085957;Restaurant;PizzeriaCuisine traditionnelle;14  place de la République;33540;SAUVETERRE-DE-GUYENNE;+33 5 56 71 69 34;;;;;14; place de la République
709;Le Neptune;;;45.51555;-1.1264823;Hôtel restaurant;Brasserie;12  rue de la Plage;33780;SOULAC-SUR-MER;+33 5 56 73 32 50;www.hotelneptune.fr;;;;12; rue de la Plage
710;Hôtel des Pins;;;45.484074;-1.149805;Hôtel restaurant;Cuisine traditionnelle;92  boulevard de l'Amélie;33780;SOULAC-SUR-MER;+33 5 56 73 27 27;www.hotel-des-pins.com;3 cheminées3 cocottes;Qualité Tourisme;;92; boulevard de l'Amélie
711;Le Panier de Bécassine;;;45.51213;-1.123839;Restaurant;Bistrot / bar à  vin;41  rue Trouche;33780;SOULAC-SUR-MER;;;;;;41; rue Trouche
712;Brasserie de la Plage;;;45.513084;-1.1288452;Restaurant;Brasserie;plage centrale ;33650;SOULAC-SUR-MER;+33 6 77 56 28 78;;;;;plage centrale;
713;Le Grill Océan;;;45.51465;-1.1278152;Restaurant;Cuisine traditionnelle;Front de mer ;;SOULAC-SUR-MER;+33 5 56 09 86 64;;;;;Front de mer;
714;Restaurant Café du Midi;;;44.731705;0.02081394;Restaurant;Cuisine traditionnelle;Canton ouest ;33210;SOUSSAC;+33 5 56 61 38 44;;;;;Canton ouest;
715;Pili-Pili;;;44.734207;-0.2630366;Restaurant;Pizzeria;18  place de l'église;33760;TARGON;+33 5 56 23 48 89;;;;;18; place de l'église
716;La Villa Tresses;;;44.840977;-0.4948616;Restaurant;Brasserie;75  avenue de Branne;33370;TRESSES;+33 5 56 74 35 21;;;;;75; avenue de Branne
717;Domaine de la Perrière;;;44.83541;-0.4911698;Restaurant;Cuisine traditionnelle;16  chemin Perrière;33370;TRESSES;+33 5 56 21 25 05;www.restaurant-la-perriere.com;;;;16; chemin Perrière
718;Le Bon Duc;;;44.951427;-0.2323386;Hôtel restaurant;Cuisine traditionnelle;16  route de Paris;33500;LES BILLAUX;+33 5 57 51 25 98;www.lebonduc.fr;2 cheminées2 cocottes;;;16; route de Paris
719;Dolce Vita;;;45.073093;-0.082889;Restaurant;Cuisine traditionnellePizzeria;15  Rolland;33230;LES PEINTURES;+33 5 57 49 00 64;;;;;15; Rolland
720;Kebab Chez Nabil;;;45.306778;-0.9396434;Restaurant;Restauration rapide;22 rue Jean-Jacques Rousseau ;33580;LESPARRE-MEDOC;+33 6 19 52 97 83;;;;;22 rue Jean-Jacques Rousseau;
721;Mc Donald;;;45.31077;-0.93961;Restaurant;Restauration rapide;cours du Général de Gaulle Parking carrefour;;LESPARRE-MEDOC;+33 5 56 41 16 16;;;;;cours du Général de Gaulle;Parking carrefour
722;La Tour du Vieux Port;;;44.916634;-0.2470649;Hôtel restaurant;Cuisine traditionnelle;23  quai Souchet;33500;LIBOURNE;+33 5 57 25 75 56;www.latourduvieuxport.fr;2 cheminées2 cocottes;Qualité Tourisme;;23; quai Souchet
723;Chez Servais;;;44.915985;-0.240178;Restaurant;Cuisine traditionnelle;14  place Decazes;33500;LIBOURNE;+33 5 57 51 83 97;;;;;14; place Decazes
724;Cosy Tourny;;;44.911915;-0.2407105;Restaurant;Cuisine traditionnelle;12 cours Tourny ;;LIBOURNE;+33 5 57 51 68 91;;;;;12 cours Tourny;
725;Grill de l'Etrier;;;44.915646;-0.2397871;Restaurant;Cuisine traditionnelle;21  place Decazes;33500;LIBOURNE;+33 5 57 51 26 99;;;;;21; place Decazes
726;Le Chez Nous;;;44.915363;-0.2438133;Restaurant;Cuisine traditionnelle;78  rue Waldeck Rousseau;33500;LIBOURNE;+33 5 57 51 54 42;;;;;78; rue Waldeck Rousseau
727;Le Faim Gourmet;;;44.91456;-0.2465868;Restaurant;Cuisine traditionnelle;40 rue Fonneuve ;;LIBOURNE;+33 5 57 24 92 65;;;;;40 rue Fonneuve;
728;Auberge des Treilles;;;44.91563;-0.2383453;Restaurant;Cuisine traditionnelle;11  rue des Treilles;33500;LIBOURNE;+33 5 57 51 54 91;;;;;11; rue des Treilles
729;Le Restaurant du Lac;;;44.946842;-0.2441307;Restaurant;Grill;rue de Schwandorf ;;LIBOURNE;+33 5 57 25 00 56;lerestaurantdulaclibourne@orange.fr;;;;rue de Schwandorf;
730;La Calabre;;;44.913307;-0.2405912;Restaurant;Pizzeria;45  cours Tourny;33500;LIBOURNE;+33 5 57 25 07 05;;;;;45; cours Tourny
731;La Fontana;;;44.91274;-0.2381491;Restaurant;Restauration à  thème;43  avenue Galliéni;33500;LIBOURNE;+33 5 57 51 81 97;;;;;43; avenue Galliéni
732;Le Mascaret Chez Rossi;;;44.897877;-0.241729;Restaurant;Restauration rapide;La Palus de Condat ;;LIBOURNE;+33 5 57 84 79 10;;;;;La Palus de Condat;
733;Le Bistrot de la Pimpine;;;44.7986;-0.415939;Restaurant;Brasserie;1  chemin du Bon Coin;33360;LIGNAN-DE-BORDEAUX;+33 5 56 78 38 81;;;;;1; chemin du Bon Coin
734;La Bonne Auberge;;;44.481464;-0.882236;Hôtel restaurant;Cuisine traditionnelle;1  rue Champs de Seuze;33830;LUGOS;+33 5 57 71 95 28;www.labonneauberge-lugos.com;1 cheminée3 cocottes;;;1; rue Champs de Seuze
735;Le Moulin de Charlot;;;45.06361;-0.3293752;Restaurant;Crèperie;12  Charlot Sud;33620;MARCENAIS;+33 5 57 69 04 10;http://moulin-de-charlot.jimdo.com/;;;;12; Charlot Sud
736;La Brasserie du Lac;;;45.05422;-0.6583213;Hôtel restaurant;Brasserie;Le Relais de Margaux 5;33460;MARGAUX;+33 5 57 88 87 60;www.relais-margaux.fr;;;;Le Relais de Margaux;5
737;Le Clarexis;;;45.07093;-0.3785347;Restaurant;Cuisine traditionnelle;2  chemin Terrier;33620;MARSAS;+33 5 57 68 08 04;www.clarexis.fr;;;;2; chemin Terrier
738;Tendance 64;;;44.711956;-0.5438262;Restaurant;Brasserie;avenue Charles de Gaulle ;33600;MARTILLAC;+33 5 56 72 07 65;;;;;avenue Charles de Gaulle;
739;Le Refuge;;;44.722847;-0.5293824;Restaurant;Brasserie;place du Cordon d'Or ;;MARTILLAC;+33 5 56 31 42 25;;;;;place du Cordon d'Or;
740;La Grand' Vigne;;;44.73062;-0.5587363;Restaurant;Cuisine traditionnelle;Les Sources de Caudalie chemin de Smith Haut Lafitte;33570;MARTILLAC;+33 5 57 83 83 83;www.sources-caudalie.com;;Maître Restaurateur;;Les Sources de Caudalie;chemin de Smith Haut Lafitte
741;La Table du Lavoir;;;44.73093;-0.557743;Restaurant;Cuisine traditionnelle;Les Sources de Caudalie chemin de Smith Haut Lafitte;33240;MARTILLAC;+33 5 57 83 83 83;www.sources-caudalie.com;;Maître Restaurateur;;Les Sources de Caudalie;chemin de Smith Haut Lafitte
742;Le Pistou;;;44.71311;-0.543003;Restaurant;Cuisine traditionnelle;8  avenue Charles de Gaulle;33650;MARTILLAC;+33 5 56 72 00 00;www.restaurantlepistou.com;;;;8; avenue Charles de Gaulle
743;Le Relais de Sensey;;;44.502132;-0.238218;Restaurant;Cuisine traditionnelle;route de Bazas 2 Sensey;33820;MAZERES;+33 5 56 76 12 11;www.lerelaisdesensey.fr;;Maître Restaurateur;;route de Bazas;2 Sensey
744;La Fleur de Sel;;;44.823982;-0.6720208;Hôtel restaurant;Cuisine traditionnelle;Hôtel l'Etoile Bleue 51 route Jean Briaud;33640;MERIGNAC;+33 5 56 15 30 62;www.lecocq-traiteur.fr;;Maître Restaurateur;;Hôtel l'Etoile Bleue;51 route Jean Briaud
745;L'Iguane;;;44.835533;-0.6820558;Restaurant;Cuisine traditionnelle;83  avenue J.F. Kennedy;33700;MERIGNAC;+33 5 56 34 07 39;www.liguane.fr;;;;83; avenue J.F. Kennedy
746;L'Eveil;;;44.8274;-0.6643141;Restaurant;Cuisine traditionnelle;15 avenue de l'Alouette ;33730;MERIGNAC;+33 5 56 34 27 71;www.resto-eveil.fr;;;;15 avenue de l'Alouette;
747;Amarine;;;44.833748;-0.6673876;Restaurant;Restauration à  thèmeCuisine traditionnelle;37 avenue J.F. Kennedy ;;MERIGNAC;+33 5 56 34 23 24;http://www.amarine.fr/amarine_restaurant.asp?idRestaurant=307&isPlan=1;;Maître Restaurateur;;37 avenue J.F. Kennedy;
748;KesKis'Mijotte;;;44.567192;0.032722;Restaurant;Cuisine traditionnelle;20 bourg Sud ;33710;MONGAUZY;+33 5 56 61 02 87;;;;;20 bourg Sud;
749;Le Grand Cep;;;44.650116;0.0808097;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;26 place Robert Darniche ;33710;MONSEGUR;+33 5 56 61 60 28;www.le-grand-cep.fr;;;;26 place Robert Darniche;
750;Les Colonnes;;;44.650497;0.08067011;Restaurant;PizzeriaCuisine traditionnelle;36 bis  place Robert Darniche;33580;MONSEGUR;+33 5 56 71 41 17;www.restaurant-lescolonnes.com;;;;36 bis; place Robert Darniche
751;La Guinguette du Lac;;;44.83303;-0.0145123;Restaurant;Brasserie;27  route du Milieu;33350;MOULIETS-ET-VILLEMARTIN;+33 5 57 49 75 01;;;;;27; route du Milieu
752;La Table Rouge;;;44.846428;-0.0047157;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;66 bis avenue de la Dordogne ;33350;MOULIETS-ET-VILLEMARTIN;+33 5 57 48 51 15;www.latablerouge.com;;;;66 bis avenue de la Dordogne;
753;La Plage;;;44.849598;-0.0428841;Restaurant;GrillCuisine traditionnelle;2  rue Saint Exupéry;33350;MOULIETS-ET-VILLEMARTIN;+33 5 57 40 35 48;www.restaurant-guinguette-la-plage-castillon.com;;;;2; rue Saint Exupéry
754;Café de la Liberté;;;44.650486;-0.3551407;Restaurant;BrasserieCuisine traditionnelle;11  place Gambetta;33550;PAILLET;+33 5 56 72 34 34;www.caruso33.net/Cafe_de_la_Liberte.html;;;;11; place Gambetta
755;Château de Cordeillan-Bages;;;45.188572;-0.7510828;Hôtel restaurant;Cuisine traditionnelle;Route des Châteaux ;;PAUILLAC;+33 5 56 59 24 24;www.cordeillanbages.com;;Maître Restaurateur;;Route des Châteaux;
756;Hôtel de France et d'Angleterre;;;45.19776;-0.745366;Hôtel restaurant;Cuisine traditionnelle;3  quai Albert Pichon;33250;PAUILLAC;+33 5 56 59 01 20;www.hoteldefrance-angleterre.com;2 cheminées2 cocottes;;;3; quai Albert Pichon
757;La Rotonde;;;45.19825;-0.7448387;Restaurant;Bistrot / bar à  vin;Quai de Pauillac ;;PAUILLAC;+33 5 56 41 32 05;;;;;Quai de Pauillac;
758;Le Pauillac;;;45.197857;-0.7453966;Restaurant;BrasserieCuisine traditionnelle;2  quai Albert Pichon;33250;PAUILLAC;+33 5 56 59 19 20;;;;;2; quai Albert Pichon
759;Le Restaurant du Vignoble;;;45.197712;-0.745359;Restaurant;BrasserieCuisine traditionnellePizzeriaCrèperie;3 quai Alber Pichon ;33115;PAUILLAC;+33 5 56 59 01 20;;;;;3 quai Alber Pichon;
760;La Salamandre;;;45.19802;-0.7454609;Restaurant;BrasserieCuisine traditionnellePizzeriaCrèperie;15/16  quai Léon Perrier;33250;PAUILLAC;+33 5 56 59 24 87;;;Tables et Auberges de France;;15/16; quai Léon Perrier
761;Don Camillo;;;45.19921;-0.7459115;Restaurant;Cuisine traditionnelle;2  quai Léon Périer;33250;PAUILLAC;+33 5 56 73 96 55;;;;;2; quai Léon Périer
762;Le Saint Martin;;;45.1989;-0.7457613;Restaurant;Cuisine traditionnelle;5  quai Léon Perrier;33250;PAUILLAC;+33 5 56 59 19 82;www.restaurant-lesaintmartin.com;;;;5; quai Léon Perrier
763;Café Lavinal;;;45.190807;-0.7547414;Restaurant;Cuisine traditionnelleBistrot / bar à  vin;Village de Bages place Desquet;33115;PAUILLAC;+33 5 57 75 00 09;www.villagedebages.com;;Maître Restaurateur;;Village de Bages;place Desquet
764;Pizzeria La Toscane;;;45.19892;-0.7473536;Restaurant;PizzeriaCuisine traditionnelle;28  rue Aristide Briand;;PAUILLAC;+33 5 56 59 17 91;;;;;28; rue Aristide Briand
765;Le panier du monde;;;45.199203;-0.7488862;Restaurant;Restauration rapide;7 cours Victor Hugo ;33115;PAUILLAC;+33 5 56 59 67 42;;;;;7 cours Victor Hugo;
766;Chez Mireille;;;44.743637;0.075902;Restaurant;Cuisine traditionnelle;place du 8 mai 1945 ;33115;PELLEGRUE;+33 5 56 61 30 11;;;;;place du 8 mai 1945;
767;Le Bistrot 14;;;44.787918;-0.6460419;Hôtel restaurant;Cuisine traditionnelleBistrot / bar à  vinBrasserie;Holiday Inn Bordeaux Sud Pessac 10 avenue Antoine Becquerel;33370;PESSAC;+33 5 56 07 59 60;www.holiday-inn.com/pessac;;;;Holiday Inn Bordeaux Sud Pessac;10 avenue Antoine Becquerel
768;Le Cohé;;;44.806496;-0.6314777;Restaurant;Cuisine traditionnelle;8  avenue Roger-Cohé;;PESSAC;+33 5 56 45 73 72;www.le-cohe.com;;;;8; avenue Roger-Cohé
769;L'Auberge du Pressoir;;;44.9998;-0.0642338;Restaurant;Cuisine traditionnelle;Queyrai ;33870;PETIT-PALAIS-ET-CORNEMPS;+33 5 57 69 85 19;www.campinglepressoir.com;;;;Queyrai;
770;L'Aoucat;;;45.043343;-0.4231023;Restaurant;Cuisine traditionnelleRestauration à  thèmeBrasseriePizzeria;9 place Jean Jaurès ;33930;PEUJARD;+33 5 57 68 78 19;www.restaurant-laoucat.jimdo.com;;;;9 place Jean Jaurès;
771;Le Mékong;;;44.84152;0.2428243;Restaurant;Restauration à  thème;13 route de Bergerac ZAE Arbalestrier;33930;PINEUILH;+33 5 57 46 27 90;;;;;13 route de Bergerac;ZAE Arbalestrier
772;L'Auberge du Saint Christophe;;;45.324512;-0.5773399;Restaurant;Cuisine traditionnelle;1 Bel Air RD 137;33930;PLEINE-SELVE;+33 5 57 64 50 85;;;;;1 Bel Air;RD 137
773;Le Rapin;;;44.68878;-0.418269;Hôtel restaurant;Cuisine traditionnelle;35 route des Graves ;;PORTETS;+33 5 56 67 51 31;www.hotelrapin.fr;;;;35 route des Graves;
774;Restaurant Chez Pitras;;;44.400494;-0.3535697;Restaurant;Cuisine traditionnelle;11 rue de l'Egalité ;;PRECHAC;+33 5 56 65 20 70;;;;;11 rue de l'Egalité;
775;Restaurant La Bastide;;;44.392;-0.4212733;Restaurant;Restauration à  thème;1 Moureson ;33180;PRECHAC;+33 5 56 65 21 17;http://labastide.info;;;;1 Moureson;
776;Le Lorelei;;;45.0898;-0.5194365;Restaurant;Cuisine traditionnelle;1  rue Fassier;;PUGNAC;+33 5 57 68 89 50;;;;;1; rue Fassier
777;La Popote de l'Antiquaire;;;45.082687;-0.4958224;Restaurant;Cuisine traditionnelleRestauration à  thème;5 rue des Anciens Combattants ;;PUGNAC;+33622907461;;;;;5 rue des Anciens Combattants;
778;La Trattoria Lesca'l;;;45.074326;-0.4959082;Restaurant;Restauration à  thème;Parc de Bellevue ;;PUGNAC;+33 5 57 42 31 52;;;;;Parc de Bellevue;
779;Hostellerie du Château de Roques;;;44.946747;-0.070231;Hôtel restaurant;Cuisine traditionnelle;Roques ;33730;PUISSEGUIN;+33 5 57 74 55 69;www.chateau-de-roques.com;2 cheminées2 cocottes;Qualité Tourisme;;Roques;
780;La Poudette;;;44.80774;-0.031247;Restaurant;Cuisine traditionnelle;Bernadigot ;33141;PUJOLS;+33 5 57 40 71 52;www.la-poudette.com;;;;Bernadigot;
781;Chez Sylvie;;;44.807674;-0.0312587;Restaurant;Cuisine traditionnelle;le bourg ;;PUJOLS;+33 5 57 40 50 10;;;;;le bourg;
782;Le Snack-Café de la Sally;;;44.514133;-1.2496948;Restaurant;Restauration rapide;Plage de la Salie Nord route de Biscarrosse;;PYLA SUR MER;+33 5 56 22 78 72;;;;;Plage de la Salie Nord;route de Biscarrosse
